palabras,0,1,2,3,4,5,6,7,8,total doc freq
años,0.20848060529478263,0.0,0.062476256450396686,0.12101409686077218,0.08249069800706907,0.06602930705146476,0.0,0.058650307664999256,0.06408042745121248,7.0
batman,0.17044655557459312,0.28101329337538,0.28093138381670657,0.23085289188262434,0.22480516948436327,0.1619498553064832,0.19122786678203577,0.07192570438929546,0.07858492249216509,9.0
caballero,0.04261163889364828,0.18734219558358667,0.2043137336848775,0.09893695366398186,0.02248051694843633,0.05398328510216107,0.1434209000865268,0.07192570438929546,0.05238994832811006,9.0
chris,0.05781014280717779,0.6989467723994842,0.0,0.0,0.09149626221220074,0.10985665543440447,0.1945755415845313,0.0,0.023692043403663935,6.0
christopher,0.023550611570254076,0.20708066591474272,0.056460083505473005,0.0,0.12424537903189042,0.02983549592871411,0.15853180007575288,0.053002555795202674,0.01930326009974887,8.0
cine,0.0942024462810163,0.10354033295737136,0.11292016701094601,0.1458146694928446,0.34788706128929314,0.05967099185742822,0.0,0.2650127789760134,0.04825815024937218,8.0
clic,0.03218937795559366,0.1415206947501313,0.07717060603460339,0.2491274745548205,0.0,0.40779665193704906,0.0,0.0,0.0,5.0
director,0.02606007566184783,0.0,0.031238128225198343,0.0,0.19247829534982785,0.03301465352573238,0.5847478302150495,0.49852761515249366,0.042720284967474986,7.0
disney,0.0,0.0,0.038585303017301696,0.0,0.06792828208240648,0.16311866077481962,0.0,0.03622239906625519,0.19788019090471226,5.0
historia,0.12783491668094485,0.04683554889589667,0.28093138381670657,0.39574781465592745,0.20232465253592694,0.026991642551080535,0.09561393339101788,0.047950469592863636,0.13097487082027515,9.0
iron,0.15636045397108697,0.0,0.031238128225198343,0.040338032286924064,0.08249069800706907,0.0,0.2338991320860198,0.058650307664999256,0.05340035620934374,7.0
james,0.10424030264739131,0.28643299802138683,0.0,0.0,0.08249069800706907,0.06602930705146476,0.05847478302150495,0.058650307664999256,0.021360142483737493,7.0
joker,0.02606007566184783,0.0,0.09371438467559504,0.0,0.05499379867137938,0.13205861410292952,0.17542434906451485,0.14662576916249814,0.07476049869308124,7.0
man,0.29828147225553797,0.14050664668769,0.2298529503954872,0.3297898455466062,0.06744155084530898,0.26991642551080536,0.4780696669550894,0.23975234796431819,0.19209647720307022,9.0
marvel,0.3768097851240652,0.0,0.11292016701094601,0.10936100211963345,0.298188909676537,0.11934198371485644,0.15853180007575288,0.159007667385608,0.30885216159598194,8.0
mejores,0.17044655557459312,0.14050664668769,0.408627467369755,0.23085289188262434,0.06744155084530898,0.13495821275540268,0.2390348334775447,0.16782664357502272,0.20955979331244023,9.0
men,0.07818022698554349,0.11457319920855473,0.062476256450396686,0.08067606457384813,0.13748449667844845,0.0,0.0,0.11730061532999851,0.12816085490242496,7.0
mundo,0.10424030264739131,0.0,0.031238128225198343,0.08067606457384813,0.05499379867137938,0.1650732676286619,0.0,0.029325153832499628,0.07476049869308124,7.0
oscuro,0.07065183471076222,0.20708066591474272,0.1976102922691555,0.10936100211963345,0.024849075806378084,0.0,0.10568786671716858,0.079503833692804,0.057909780299246615,8.0
película,0.31272090794217394,0.0,0.4060956669275785,0.28236622600846845,0.49494418804241436,0.5612491099374505,0.0,0.38122699982249514,0.6514843457539936,7.0
películas,0.46872802783013107,0.23417774447948334,0.3830882506591453,0.39574781465592745,0.1573636186390543,0.1619498553064832,0.1434209000865268,0.19180187837145454,0.3405346641327154,9.0
personaje,0.06437875591118732,0.0,0.07717060603460339,0.0,0.3056772693708292,0.0,0.0,0.21733439439753113,0.07915207636188491,5.0
spider,0.07065183471076222,0.15531049943605704,0.1976102922691555,0.32808300635890036,0.0,0.44753243893071165,0.21137573343433716,0.159007667385608,0.1640777108478654,8.0
superhéroes,0.19175237502141726,0.14050664668769,0.2298529503954872,0.26383187643728495,0.2472856864327996,0.1619498553064832,0.04780696669550894,0.43155422633577273,0.31433968996866035,9.0
superman,0.0,0.0,0.038585303017301696,0.1993019796438564,0.10189242312360973,0.0,0.0,0.10866719719876557,0.10553610181584654,5.0
thor,0.2897044016003429,0.0,0.0,0.0996509898219282,0.10189242312360973,0.0,0.2166839708343067,0.0,0.039576038180942456,5.0
universo,0.2119555041322867,0.05177016647868568,0.0846901252582095,0.10936100211963345,0.34788706128929314,0.14917747964357056,0.0,0.159007667385608,0.09651630049874436,8.0
vengadores,0.02606007566184783,0.1718597988128321,0.18742876935119007,0.0,0.0,0.09904396057719714,0.05847478302150495,0.11730061532999851,0.11748078366055623,7.0
vida,0.2897044016003429,0.0,0.15434121206920678,0.0,0.06792828208240648,0.0,0.0,0.03622239906625519,0.05276805090792327,5.0
war,0.0,0.11457319920855473,0.09371438467559504,0.08067606457384813,0.08249069800706907,0.03301465352573238,0.0,0.08797546149749888,0.06408042745121248,7.0
